"","Country","Method","Energy.type","Last.stage","Unit","Machine","Eu.product","Quantity","Maximum.values","Year","phi"
"18461","ESP","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","phi.u",NA,"2012",1
"18462","ESP","PCM","E","Final","ktoe","Air conditioners","LTC.15.C","phi.u",NA,"2012",0.0335401643468053
"18463","ESP","PCM","E","Final","ktoe","Non-energy","Lubricants","phi.u",NA,"2012",1
"18464","ESP","PCM","E","Final","ktoe","Non-energy","Naphtha","phi.u",NA,"2012",1
"18465","ESP","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","phi.u",NA,"2012",1
"18466","ESP","PCM","E","Final","ktoe","Non-energy","Other bituminous coal [of Coal mines]","phi.u",NA,"2012",1
"18467","ESP","PCM","E","Final","ktoe","Non-energy","Other oil products","phi.u",NA,"2012",1
"18468","ESP","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","phi.u",NA,"2012",1
"18469","ESP","PCM","E","Final","ktoe","Non-energy","Petroleum coke","phi.u",NA,"2012",1
"18470","ESP","PCM","E","Final","ktoe","Non-energy","Primary solid biofuels","phi.u",NA,"2012",1
"18471","ESP","PCM","E","Final","ktoe","Non-energy","Solar thermal","phi.u",NA,"2012",1
"18472","ESP","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","phi.u",NA,"2012",1
"18473","GBR","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"2012",1
"18474","GBR","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"2012",1
"18475","GBR","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"2012",1
"18476","GBR","PCM","E","Final","ktoe","Steam (coal) trains","MD","phi.u",NA,"2012",1
"18477","GBR","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"2012",1
"18478","GBR","PCM","E","Final","ktoe","Domestic appliances","MD","phi.u",NA,"2012",1
"18479","GBR","PCM","E","Final","ktoe","Commercial electric motors","MD","phi.u",NA,"2012",1
"18480","GBR","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"2012",1
"18481","GBR","PCM","E","Final","ktoe","Domestic electric motors","MD","phi.u",NA,"2012",1
"18482","GBR","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"2012",1
"18483","GBR","PCM","E","Final","ktoe","Biodiesel cars","MD","phi.u",NA,"2012",1
"18484","GBR","PCM","E","Final","ktoe","Diesel trains","MD","phi.u",NA,"2012",1
"18485","GBR","PCM","E","Final","ktoe","Tractors","MD","phi.u",NA,"2012",1
"18486","GBR","PCM","E","Final","ktoe","Electric cars","MD","phi.u",NA,"2012",1
"18487","GBR","PCM","E","Final","ktoe","Electric trains","MD","phi.u",NA,"2012",1
"18488","GBR","PCM","E","Final","ktoe","Lighting town gas","Light","phi.u",NA,"2012",1
"18489","GBR","PCM","E","Final","ktoe","Electric lights","Light","phi.u",NA,"2012",1
"18490","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","phi.u",NA,"2012",0.658535188684648
"18491","GBR","PCM","E","Final","ktoe","Heat T assignment","HTH.600.C","phi.u",NA,"2012",0.658535188684648
"18492","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","phi.u",NA,"2012",0.369861566099546
"18493","GBR","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","phi.u",NA,"2012",0.369861566099546
"18494","GBR","PCM","E","Final","ktoe","Commercial electric heaters","MTH.200.C","phi.u",NA,"2012",0.369861566099546
"18495","GBR","PCM","E","Final","ktoe","Heat T assignment","MTH.200.C","phi.u",NA,"2012",0.369861566099546
"18496","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","phi.u",NA,"2012",0.200991558354549
"18497","GBR","PCM","E","Final","ktoe","Heat T assignment","MTH.100.C","phi.u",NA,"2012",0.200991558354549
"18498","GBR","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.20.C","phi.u",NA,"2012",0.0167700821734027
"18499","GBR","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.20.C","phi.u",NA,"2012",0.0167700821734027
"18500","GBR","PCM","E","Final","ktoe","Domestic electric heaters","LTH.20.C","phi.u",NA,"2012",0.0167700821734027
"18501","GBR","PCM","E","Final","ktoe","Heat T assignment","LTH.20.C","phi.u",NA,"2012",0.0167700821734027
"18502","GBR","PCM","E","Final","ktoe","Non-energy","Bitumen","phi.u",NA,"2012",1
"18503","GBR","PCM","E","Final","ktoe","Non-energy","Coal tar","phi.u",NA,"2012",1
"18504","GBR","PCM","E","Final","ktoe","Non-energy","Electricity","phi.u",NA,"2012",1
"18505","GBR","PCM","E","Final","ktoe","Non-energy","Ethane","phi.u",NA,"2012",1
"18506","GBR","PCM","E","Final","ktoe","Non-energy","Fuel oil","phi.u",NA,"2012",1
"18507","GBR","PCM","E","Final","ktoe","Non-energy","Gas/diesel oil excl. biofuels","phi.u",NA,"2012",1
"18508","GBR","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","phi.u",NA,"2012",1
"18509","GBR","PCM","E","Final","ktoe","Non-energy","Lubricants","phi.u",NA,"2012",1
"18510","GBR","PCM","E","Final","ktoe","Non-energy","Naphtha","phi.u",NA,"2012",1
"18511","GBR","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","phi.u",NA,"2012",1
"18512","GBR","PCM","E","Final","ktoe","Non-energy","Other oil products","phi.u",NA,"2012",1
"18513","GBR","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","phi.u",NA,"2012",1
"18514","GBR","PCM","E","Final","ktoe","Non-energy","Petroleum coke","phi.u",NA,"2012",1
"18515","GBR","PCM","E","Final","ktoe","Non-energy","Refinery gas","phi.u",NA,"2012",1
"18516","GBR","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","phi.u",NA,"2012",1
"18517","GHA","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"2012",1
"18518","GHA","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"2012",1
"18519","GHA","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"2012",1
"18520","GHA","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"2012",1
"18521","GHA","PCM","E","Final","ktoe","Tractors","MD","phi.u",NA,"2012",1
"18522","GHA","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"2012",1
"18523","GHA","PCM","E","Final","ktoe","Diesel trains","MD","phi.u",NA,"2012",1
"18524","GHA","PCM","E","Final","ktoe","Commercial electric motors","MD","phi.u",NA,"2012",1
"18525","GHA","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"2012",1
"18526","GHA","PCM","E","Final","ktoe","Other appliances","MD","phi.u",NA,"2012",1
"18527","GHA","PCM","E","Final","ktoe","Electric cars","MD","phi.u",NA,"2012",1
"18528","GHA","PCM","E","Final","ktoe","Fan","KE","phi.u",NA,"2012",1
"18529","GHA","PCM","E","Final","ktoe","Electric lights","Light","phi.u",NA,"2012",1
"18530","GHA","PCM","E","Final","ktoe","Television","Light","phi.u",NA,"2012",1
"18531","GHA","PCM","E","Final","ktoe","Industrial electric heaters","HTH.600.C","phi.u",NA,"2012",0.658535188684648
"18532","GHA","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","phi.u",NA,"2012",0.658535188684648
"18533","GHA","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","phi.u",NA,"2012",0.369861566099546
"18534","GHA","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","phi.u",NA,"2012",0.369861566099546
"18535","GHA","PCM","E","Final","ktoe","Iron","MTH.200.C","phi.u",NA,"2012",0.369861566099546
"18536","GHA","PCM","E","Final","ktoe","Wood stoves","MTH.100.C","phi.u",NA,"2012",0.200991558354549
"18537","GHA","PCM","E","Final","ktoe","Charcoal stoves","MTH.100.C","phi.u",NA,"2012",0.200991558354549
"18538","GHA","PCM","E","Final","ktoe","Kerosene stoves","MTH.100.C","phi.u",NA,"2012",0.200991558354549
"18539","GHA","PCM","E","Final","ktoe","LPG stoves","MTH.100.C","phi.u",NA,"2012",0.200991558354549
"18540","GHA","PCM","E","Final","ktoe","Industrial electric heaters","MTH.100.C","phi.u",NA,"2012",0.200991558354549
"18541","GHA","PCM","E","Final","ktoe","Commercial electric heaters","MTH.100.C","phi.u",NA,"2012",0.200991558354549
"18542","GHA","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","phi.u",NA,"2012",0.200991558354549
"18543","GHA","PCM","E","Final","ktoe","Refrigerators","LTH.-10.C","phi.u",NA,"2012",0.117390575213819
"18544","GHA","PCM","E","Final","ktoe","Non-energy","Bitumen","phi.u",NA,"2012",1
"18545","GHA","PCM","E","Final","ktoe","Non-energy","Crude oil","phi.u",NA,"2012",1
"18546","GHA","PCM","E","Final","ktoe","Non-energy","Lubricants","phi.u",NA,"2012",1
"18547","GHA","PCM","E","Final","ktoe","Non-energy","Other oil products","phi.u",NA,"2012",1
"18548","MEX","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"2012",NA
"18549","MEX","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"2012",NA
"18550","MEX","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"2012",NA
"18551","MEX","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"2012",NA
"18552","MEX","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"2012",NA
"18553","MEX","PCM","E","Final","ktoe","Diesel trains","MD","phi.u",NA,"2012",NA
"18554","MEX","PCM","E","Final","ktoe","Electric trains","MD","phi.u",NA,"2012",NA
"18555","MEX","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"2012",NA
"18556","MEX","PCM","E","Final","ktoe","Electric lights","Light","phi.u",NA,"2012",NA
"18557","MEX","PCM","E","Final","ktoe","Coal/Oil Light","Light","phi.u",NA,"2012",NA
"18558","MEX","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","phi.u",NA,"2012",NA
"18559","MEX","PCM","E","Final","ktoe","Industrial electric heaters","HTH.600.C","phi.u",NA,"2012",NA
"18560","MEX","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.360.C","phi.u",NA,"2012",NA
"18561","MEX","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.80.C","phi.u",NA,"2012",NA
"18562","MEX","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.80.C","phi.u",NA,"2012",NA
"18563","MEX","PCM","E","Final","ktoe","Commercial heat/furnace","LTH.80.C","phi.u",NA,"2012",NA
"18564","MEX","PCM","E","Final","ktoe","Industrial electric heaters","LTH.80.C","phi.u",NA,"2012",NA
"18565","MEX","PCM","E","Final","ktoe","Non-energy","Bitumen","phi.u",NA,"2012",NA
"18566","MEX","PCM","E","Final","ktoe","Non-energy","Coal tar","phi.u",NA,"2012",NA
"18567","MEX","PCM","E","Final","ktoe","Non-energy","Coke oven coke","phi.u",NA,"2012",NA
"18568","MEX","PCM","E","Final","ktoe","Non-energy","Electricity","phi.u",NA,"2012",NA
"18569","MEX","PCM","E","Final","ktoe","Electrolysis machines","Electrolysis","phi.u",NA,"2012",NA
"18570","MEX","PCM","E","Final","ktoe","Electronic devices","Electronics","phi.u",NA,"2012",NA
"18571","MEX","PCM","E","Final","ktoe","Non-energy","Ethane","phi.u",NA,"2012",NA
"18572","MEX","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","phi.u",NA,"2012",NA
"18573","MEX","PCM","E","Final","ktoe","Non-energy","Lubricants","phi.u",NA,"2012",NA
"18574","MEX","PCM","E","Final","ktoe","Non-energy","Naphtha","phi.u",NA,"2012",NA
"18575","MEX","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","phi.u",NA,"2012",NA
"18576","MEX","PCM","E","Final","ktoe","Non-energy","Other kerosene","phi.u",NA,"2012",NA
"18577","MEX","PCM","E","Final","ktoe","Non-energy","Other oil products","phi.u",NA,"2012",NA
"18578","MEX","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","phi.u",NA,"2012",NA
"18579","PRT","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"2012",NA
"18580","PRT","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"2012",NA
"18581","PRT","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"2012",NA
"18582","PRT","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"2012",NA
"18583","PRT","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"2012",NA
"18584","PRT","PCM","E","Final","ktoe","Commercial electric motors","MD","phi.u",NA,"2012",NA
"18585","PRT","PCM","E","Final","ktoe","Steam (coal) trains","MD","phi.u",NA,"2012",NA
"18586","PRT","PCM","E","Final","ktoe","Domestic electric motors","MD","phi.u",NA,"2012",NA
"18587","PRT","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"2012",NA
"18588","PRT","PCM","E","Final","ktoe","Electric trains","MD","phi.u",NA,"2012",NA
"18589","PRT","PCM","E","Final","ktoe","Natural gas vehicles","MD","phi.u",NA,"2012",NA
"18590","PRT","PCM","E","Final","ktoe","Coal/Oil Light","Light","phi.u",NA,"2012",NA
"18591","PRT","PCM","E","Final","ktoe","Electric lights","Light","phi.u",NA,"2012",NA
"18592","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.500.C","phi.u",NA,"2012",NA
"18593","PRT","PCM","E","Final","ktoe","Industrial electric heaters","HTH.500.C","phi.u",NA,"2012",NA
"18594","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.150.C","phi.u",NA,"2012",NA
"18595","PRT","PCM","E","Final","ktoe","Industrial electric heaters","MTH.150.C","phi.u",NA,"2012",NA
"18596","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.120.C","phi.u",NA,"2012",NA
"18597","PRT","PCM","E","Final","ktoe","Industrial electric heaters","MTH.120.C","phi.u",NA,"2012",NA
"18598","PRT","PCM","E","Final","ktoe","Industrial electric heaters","MTH.100.C","phi.u",NA,"2012",NA
"18599","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","phi.u",NA,"2012",NA
"18600","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.90.C","phi.u",NA,"2012",NA
"18601","PRT","PCM","E","Final","ktoe","Industrial electric heaters","LTH.90.C","phi.u",NA,"2012",NA
"18602","PRT","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.50.C","phi.u",NA,"2012",NA
"18603","PRT","PCM","E","Final","ktoe","Commercial heat/furnace","LTH.50.C","phi.u",NA,"2012",NA
"18604","PRT","PCM","E","Final","ktoe","Commercial electric heaters","LTH.50.C","phi.u",NA,"2012",NA
"18605","PRT","PCM","E","Final","ktoe","Domestic electric heaters","LTH.50.C","phi.u",NA,"2012",NA
"18606","PRT","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.50.C","phi.u",NA,"2012",NA
"18607","PRT","PCM","E","Final","ktoe","Non-energy","Bitumen","phi.u",NA,"2012",NA
"18608","PRT","PCM","E","Final","ktoe","Non-energy","Coke oven coke","phi.u",NA,"2012",NA
"18609","PRT","PCM","E","Final","ktoe","Non-energy","Electricity","phi.u",NA,"2012",NA
"18610","PRT","PCM","E","Final","ktoe","Non-energy","Fuel oil","phi.u",NA,"2012",NA
"18611","PRT","PCM","E","Final","ktoe","Non-energy","Gas/diesel oil excl. biofuels","phi.u",NA,"2012",NA
"18612","PRT","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","phi.u",NA,"2012",NA
"18613","PRT","PCM","E","Final","ktoe","Non-energy","Lubricants","phi.u",NA,"2012",NA
"18614","PRT","PCM","E","Final","ktoe","Non-energy","Naphtha","phi.u",NA,"2012",NA
"18615","PRT","PCM","E","Final","ktoe","Non-energy","Other oil products","phi.u",NA,"2012",NA
"18616","PRT","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","phi.u",NA,"2012",NA
"18617","PRT","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","phi.u",NA,"2012",NA
"18618","World","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"2012",1
"18619","World","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"2012",1
"18620","World","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"2012",1
"18621","World","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"2012",1
"18622","World","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"2012",1
"18623","World","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"2012",1
"18624","World","PCM","E","Final","ktoe","Tractors","MD","phi.u",NA,"2012",1
"18625","World","PCM","E","Final","ktoe","Domestic appliances","MD","phi.u",NA,"2012",1
"18626","World","PCM","E","Final","ktoe","Domestic electric motors","MD","phi.u",NA,"2012",1
"18627","World","PCM","E","Final","ktoe","Commercial electric motors","MD","phi.u",NA,"2012",1
"18628","World","PCM","E","Final","ktoe","Industry static gasoline engines","MD","phi.u",NA,"2012",1
"18629","World","PCM","E","Final","ktoe","Diesel trains","MD","phi.u",NA,"2012",1
"18630","World","PCM","E","Final","ktoe","Steam (coal) trains","MD","phi.u",NA,"2012",1
"18631","World","PCM","E","Final","ktoe","Biogasoline cars","MD","phi.u",NA,"2012",1
"18632","World","PCM","E","Final","ktoe","Natural gas vehicles","MD","phi.u",NA,"2012",1
"18633","World","PCM","E","Final","ktoe","Biodiesel cars","MD","phi.u",NA,"2012",1
"18634","World","PCM","E","Final","ktoe","Electric trains","MD","phi.u",NA,"2012",1
"18635","World","PCM","E","Final","ktoe","Electric cars","MD","phi.u",NA,"2012",1
"18636","World","PCM","E","Final","ktoe","Electric lights","Light","phi.u",NA,"2012",0.9
"18637","World","PCM","E","Final","ktoe","Industrial electric heaters","HTH.1600.C","phi.u",NA,"2012",0.840829618556976
"18638","World","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.1200.C","phi.u",NA,"2012",0.797610562400299
"18639","World","PCM","E","Final","ktoe","Industrial electric heaters","HTH.1200.C","phi.u",NA,"2012",0.797610562400299
"18640","World","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.1000.C","phi.u",NA,"2012",0.765817067902447
"18641","World","PCM","E","Final","ktoe","Industrial electric heaters","HTH.1000.C","phi.u",NA,"2012",0.765817067902447
"18642","World","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.800.C","phi.u",NA,"2012",0.72217304197922
"18643","World","PCM","E","Final","ktoe","Industrial electric heaters","HTH.800.C","phi.u",NA,"2012",0.72217304197922
"18644","World","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","phi.u",NA,"2012",0.658535188684648
"18645","World","PCM","E","Final","ktoe","Industrial electric heaters","HTH.600.C","phi.u",NA,"2012",0.658535188684648
"18646","World","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.550.C","phi.u",NA,"2012",0.637793840733767
"18647","World","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.500.C","phi.u",NA,"2012",0.614369785940633
"18648","World","PCM","E","Final","ktoe","Industrial electric heaters","HTH.500.C","phi.u",NA,"2012",0.614369785940633
"18649","World","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.200.C","phi.u",NA,"2012",0.369861566099546
"18650","World","PCM","E","Final","ktoe","Industrial electric heaters","MTH.200.C","phi.u",NA,"2012",0.369861566099546
"18651","World","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.150.C","phi.u",NA,"2012",0.295403521209973
"18652","World","PCM","E","Final","ktoe","Industrial electric heaters","MTH.150.C","phi.u",NA,"2012",0.295403521209973
"18653","World","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.120.C","phi.u",NA,"2012",0.241638051634236
"18654","World","PCM","E","Final","ktoe","Industrial electric heaters","MTH.120.C","phi.u",NA,"2012",0.241638051634236
"18655","World","PCM","E","Final","ktoe","Industrial heat/furnace","MTH.100.C","phi.u",NA,"2012",0.200991558354549
"18656","World","PCM","E","Final","ktoe","Industrial electric heaters","MTH.100.C","phi.u",NA,"2012",0.200991558354549
"18657","World","PCM","E","Final","ktoe","Industrial heat/furnace","NTH.100.C","phi.u",NA,"2012",0.200991558354549
"18658","World","PCM","E","Final","ktoe","Heat T assignment","LTH.50.C","phi.u",NA,"2012",0.0773634535045644
"18659","World","PCM","E","Final","ktoe","Domestic heat/furnace","LTH.20.C","phi.u",NA,"2012",0.0167700821734027
"18660","World","PCM","E","Final","ktoe","Industrial heat/furnace","LTH.20.C","phi.u",NA,"2012",0.0167700821734027
"18661","World","PCM","E","Final","ktoe","Heat T assignment","LTH.20.C","phi.u",NA,"2012",0.0167700821734027
"18662","World","PCM","E","Final","ktoe","Domestic electric heaters","LTH.20.C","phi.u",NA,"2012",0.0167700821734027
"18663","World","PCM","E","Final","ktoe","Commercial electric heaters","LTH.20.C","phi.u",NA,"2012",0.0167700821734027
"18664","World","PCM","E","Final","ktoe","Non-energy","Additives/blending components [of Oil and gas extraction]","phi.u",NA,"2012",1
"18665","World","PCM","E","Final","ktoe","Non-energy","Anthracite [of Coal mines]","phi.u",NA,"2012",1
"18666","World","PCM","E","Final","ktoe","Non-energy","Aviation gasoline","phi.u",NA,"2012",1
"18667","World","PCM","E","Final","ktoe","Non-energy","Biogases","phi.u",NA,"2012",1
"18668","World","PCM","E","Final","ktoe","Non-energy","Bitumen","phi.u",NA,"2012",1
"18669","World","PCM","E","Final","ktoe","Non-energy","BKB","phi.u",NA,"2012",1
"18670","World","PCM","E","Final","ktoe","Non-energy","Blast furnace gas","phi.u",NA,"2012",1
"18671","World","PCM","E","Final","ktoe","Non-energy","Brown coal (if no detail) [of Coal mines]","phi.u",NA,"2012",1
"18672","World","PCM","E","Final","ktoe","Non-energy","Coal tar","phi.u",NA,"2012",1
"18673","World","PCM","E","Final","ktoe","Non-energy","Coke oven coke","phi.u",NA,"2012",1
"18674","World","PCM","E","Final","ktoe","Non-energy","Coke oven gas","phi.u",NA,"2012",1
"18675","World","PCM","E","Final","ktoe","Non-energy","Coking coal [of Coal mines]","phi.u",NA,"2012",1
"18676","World","PCM","E","Final","ktoe","Non-energy","Crude oil [of Oil and gas extraction]","phi.u",NA,"2012",1
"18677","World","PCM","E","Final","ktoe","Non-energy","Electricity","phi.u",NA,"2012",1
"18678","World","PCM","E","Final","ktoe","Non-energy","Ethane","phi.u",NA,"2012",1
"18679","World","PCM","E","Final","ktoe","Non-energy","Fuel oil","phi.u",NA,"2012",1
"18680","World","PCM","E","Final","ktoe","Non-energy","Gas coke","phi.u",NA,"2012",1
"18681","World","PCM","E","Final","ktoe","Non-energy","Gas works gas","phi.u",NA,"2012",1
"18682","World","PCM","E","Final","ktoe","Non-energy","Gas/diesel oil excl. biofuels","phi.u",NA,"2012",1
"18683","World","PCM","E","Final","ktoe","Non-energy","Hard coal (if no detail) [of Coal mines]","phi.u",NA,"2012",1
"18684","World","PCM","E","Final","ktoe","Non-energy","Heat","phi.u",NA,"2012",1
"18685","World","PCM","E","Final","ktoe","Non-energy","Kerosene type jet fuel excl. biofuels","phi.u",NA,"2012",1
"18686","World","PCM","E","Final","ktoe","Non-energy","Lignite [of Coal mines]","phi.u",NA,"2012",1
"18687","World","PCM","E","Final","ktoe","Non-energy","Liquefied petroleum gases (LPG)","phi.u",NA,"2012",1
"18688","World","PCM","E","Final","ktoe","Air conditioners","LTC.15.C","phi.u",NA,"2012",0.0335401643468053
"18689","World","PCM","E","Final","ktoe","Non-energy","Lubricants","phi.u",NA,"2012",1
"18690","World","PCM","E","Final","ktoe","Non-energy","Motor gasoline excl. biofuels","phi.u",NA,"2012",1
"18691","World","PCM","E","Final","ktoe","Non-energy","Naphtha","phi.u",NA,"2012",1
"18692","World","PCM","E","Final","ktoe","Non-energy","Natural gas [of Oil and gas extraction]","phi.u",NA,"2012",1
"18693","World","PCM","E","Final","ktoe","Non-energy","Natural gas liquids [of Oil and gas extraction]","phi.u",NA,"2012",1
"18694","World","PCM","E","Final","ktoe","Non-energy","Non-specified primary biofuels and waste","phi.u",NA,"2012",1
"18695","World","PCM","E","Final","ktoe","Non-energy","Oil shale and oil sands [of Oil and gas extraction]","phi.u",NA,"2012",1
"18696","World","PCM","E","Final","ktoe","Non-energy","Other bituminous coal [of Coal mines]","phi.u",NA,"2012",1
"18697","World","PCM","E","Final","ktoe","Non-energy","Other kerosene","phi.u",NA,"2012",1
"18698","World","PCM","E","Final","ktoe","Non-energy","Other oil products","phi.u",NA,"2012",1
"18699","World","PCM","E","Final","ktoe","Non-energy","Other recovered gases","phi.u",NA,"2012",1
"18700","World","PCM","E","Final","ktoe","Non-energy","Paraffin waxes","phi.u",NA,"2012",1
"18701","World","PCM","E","Final","ktoe","Non-energy","Patent fuel","phi.u",NA,"2012",1
"18702","World","PCM","E","Final","ktoe","Non-energy","Peat","phi.u",NA,"2012",1
"18703","World","PCM","E","Final","ktoe","Non-energy","Peat products","phi.u",NA,"2012",1
"18704","World","PCM","E","Final","ktoe","Non-energy","Petroleum coke","phi.u",NA,"2012",1
"18705","World","PCM","E","Final","ktoe","Non-energy","Primary solid biofuels","phi.u",NA,"2012",1
"18706","World","PCM","E","Final","ktoe","Non-energy","Refinery feedstocks","phi.u",NA,"2012",1
"18707","World","PCM","E","Final","ktoe","Non-energy","Refinery gas","phi.u",NA,"2012",1
"18708","World","PCM","E","Final","ktoe","Non-energy","Sub-bituminous coal [of Coal mines]","phi.u",NA,"2012",1
"18709","World","PCM","E","Final","ktoe","Non-energy","White spirit & SBP","phi.u",NA,"2012",1
"18710","CHN","PCM","E","Final","ktoe","Industrial electric motors","MD","phi.u",NA,"2013",NA
"18711","CHN","PCM","E","Final","ktoe","Diesel cars","MD","phi.u",NA,"2013",NA
"18712","CHN","PCM","E","Final","ktoe","Petrol cars","MD","phi.u",NA,"2013",NA
"18713","CHN","PCM","E","Final","ktoe","Tractors","MD","phi.u",NA,"2013",NA
"18714","CHN","PCM","E","Final","ktoe","Industry static diesel engines","MD","phi.u",NA,"2013",NA
"18715","CHN","PCM","E","Final","ktoe","Steam (coal) trains","MD","phi.u",NA,"2013",NA
"18716","CHN","PCM","E","Final","ktoe","Boat engines","MD","phi.u",NA,"2013",NA
"18717","CHN","PCM","E","Final","ktoe","Airplanes","MD","phi.u",NA,"2013",NA
"18718","CHN","PCM","E","Final","ktoe","Diesel trains","MD","phi.u",NA,"2013",NA
"18719","CHN","PCM","E","Final","ktoe","Electric trains","MD","phi.u",NA,"2013",NA
"18720","CHN","PCM","E","Final","ktoe","Electric cars","MD","phi.u",NA,"2013",NA
"18721","CHN","PCM","E","Final","ktoe","Biogasoline cars","MD","phi.u",NA,"2013",NA
"18722","CHN","PCM","E","Final","ktoe","Commercial electric motors","MD","phi.u",NA,"2013",NA
"18723","CHN","PCM","E","Final","ktoe","Domestic electric motors","MD","phi.u",NA,"2013",NA
"18724","CHN","PCM","E","Final","ktoe","Biodiesel cars","MD","phi.u",NA,"2013",NA
"18725","CHN","PCM","E","Final","ktoe","Industry static gas engines","MD","phi.u",NA,"2013",NA
"18726","CHN","PCM","E","Final","ktoe","Steam (coal) boats","MD","phi.u",NA,"2013",NA
"18727","CHN","PCM","E","Final","ktoe","Electric lights","Light","phi.u",NA,"2013",NA
"18728","CHN","PCM","E","Final","ktoe","Town gas light","Light","phi.u",NA,"2013",NA
"18729","CHN","PCM","E","Final","ktoe","Coal/Oil Light","Light","phi.u",NA,"2013",NA
"18730","CHN","PCM","E","Final","ktoe","Industrial heat/furnace","HTH.600.C","phi.u",NA,"2013",NA
